game_pk,at_bat_number,pitch_number,inning,half_inning,strikes,batterid,pitcherid,pitch_type,velocity,atbatresult
717182,70,1,9,bottom,0,650333,622554,SI,98.5,field_out
717182,70,2,9,bottom,0,650333,622554,FF,97.4,field_out
717182,70,3,9,bottom,1,650333,622554,FF,97,field_out
717182,71,1,9,bottom,0,624585,622554,SI,99,field_out
717182,71,2,9,bottom,1,624585,622554,SI,97.9,field_out
717182,72,1,9,bottom,0,650559,622554,FF,96.7,strikeout
717182,72,2,9,bottom,1,650559,622554,SI,98.6,strikeout
717182,72,3,9,bottom,2,650559,622554,FF,96.8,strikeout
717182,72,4,9,bottom,2,650559,622554,SL,90,strikeout
717182,72,5,9,bottom,2,650559,622554,SL,89.7,strikeout
